CODIGO,PLANO_NUM,CL_XN_INI,CL_XN_FIN,CL_YN_INI,CL_YN_FIN,CR_XN_INI,CR_XN_FIN,CR_YN_INI,CR_YN_FIN,CALLES,CARRERAS
"A 0, 1M1",2,210021000,210128834,010100000,013999999,230101003,230141001,002100000,012882999,De la Calle 2  hasta la Calle 12z,De la Cra 10 Impar hasta la Cra 14 Par
"A 0, 1M2",2,210021000,210128834,014100000,018999999,230141003,230191001,002100000,012882999,De la Calle 2  hasta la Calle 12z,De la Cra 14 Impar hasta la Cra 19 Par
"A 0, 2M1",2,110011000,110021001,019100000,026882999,130191003,130268830,001100000,001999999,De la Calle 1  hasta la Calle 2 Impar,De la Cra 19 Impar hasta la Cra 26z
"A 0, 2M2",2,110001000,110021001,027100000,029999999,130271000,130301001,000100000,001999999,De la Calle 0  hasta la Calle 2 Impar,De la Cra 27  hasta la Cra 30 Par
"A 0, 2M2",2,210011000,210128834,027100000,029999999,230271000,230301001,001100000,012882999,De la Calle 1  hasta la Calle 12z,De la Cra 27  hasta la Cra 30 Par
"A 0, 2M3",2,210001000,210128834,019100000,026882999,230191003,230268830,000100000,012882999,De la Calle 0  hasta la Calle 12z,De la Cra 19 Impar hasta la Cra 26z
"A 0, 3M1",2,210001000,210088834,030100000,033882999,230301003,230338830,000100000,008882999,De la Calle 0  hasta la Calle 8z,De la Cra 30 Impar hasta la Cra 33z
"A 0, 3M1",2,110011000,110031003,030100000,033882999,130301003,130338830,001100000,002999999,De la Calle 1  hasta la Calle 3 Par,De la Cra 30 Impar hasta la Cra 33z
"A 0, 3M2",2,210001000,210088834,034100000,036882999,230341000,230368830,000100000,008882999,De la Calle 0  hasta la Calle 8z,De la Cra 34  hasta la Cra 36z
"A 0, 3M2",2,110011000,110031003,034100000,036882999,130341000,130368830,001100000,002999999,De la Calle 1  hasta la Calle 3 Par,De la Cra 34  hasta la Cra 36z
"A 0, 4M1",2,210001000,210088834,037100000,039882999,230371000,230398830,000100000,008882999,De la Calle 0  hasta la Calle 8z,De la Cra 37  hasta la Cra 39z
"A 0, 4M1",2,110011000,110031003,037100000,039882999,130371000,130398830,001100000,002999999,De la Calle 1  hasta la Calle 3 Par,De la Cra 37  hasta la Cra 39z
"A 0, 4M2",2,210001000,210088834,040100000,042882999,230401000,230428830,000100000,008882999,De la Calle 0  hasta la Calle 8z,De la Cra 40  hasta la Cra 42z
"A 0, 4M2",2,110001000,110031003,040100000,049999999,130401000,130501001,000100000,002999999,De la Calle 0  hasta la Calle 3 Par,De la Cra 40  hasta la Cra 50 Par
"A 0, 4M3",2,210001000,210088834,043100000,049999999,230431000,230501001,000100000,008882999,De la Calle 0  hasta la Calle 8z,De la Cra 43  hasta la Cra 50 Par
"A 0, 5M1",2,210001000,210168834,050100000,052999999,230501003,230531001,000100000,016882999,De la Calle 0  hasta la Calle 16z,De la Cra 50 Impar hasta la Cra 53 Par
"A 0, 5M1",2,110001000,110031003,050100000,052999999,130501003,130531001,000100000,002999999,De la Calle 0  hasta la Calle 3 Par,De la Cra 50 Impar hasta la Cra 53 Par
"A 0, 5M2",2,210001000,210168834,053100000,067999999,230531003,230681001,000100000,016882999,De la Calle 0  hasta la Calle 16z,De la Cra 53 Impar hasta la Cra 68 Par
"A 0, 5M2",2,110011000,110031003,053100000,067999999,130531003,130681001,001100000,002999999,De la Calle 1  hasta la Calle 3 Par,De la Cra 53 Impar hasta la Cra 68 Par
"A 0, 6M1",2,210001000,210088834,068100000,071999999,230681003,230721001,000100000,008882999,De la Calle 0  hasta la Calle 8z,De la Cra 68 Impar hasta la Cra 72 Par
"A 0, 6M1",2,110001000,110031003,068100000,071999999,130681003,130721001,000100000,002999999,De la Calle 0  hasta la Calle 3 Par,De la Cra 68 Impar hasta la Cra 72 Par
"A 0, 7M1",2,110001000,110061001,072100000,074999999,130721003,130751001,000100000,005999999,De la Calle 0  hasta la Calle 6 Impar,De la Cra 72 Impar hasta la Cra 75 Par
"A 0, 7M1",2,210001000,210261001,072100000,074999999,230721003,230751001,000100000,025999999,De la Calle 0  hasta la Calle 26 Par,De la Cra 72 Impar hasta la Cra 75 Par
"A 0, 7M2",2,110001000,110061001,075100000,078418999,130751003,130784191,000100000,005999999,De la Calle 0  hasta la Calle 6 Impar,De la Cra 75 Impar hasta la Cra 78k Par
"A 0, 7M2",2,210001000,210261001,075100000,078418999,230751003,230784191,000100000,025999999,De la Calle 0  hasta la Calle 26 Par,De la Cra 75 Impar hasta la Cra 78k Par
"A 0, 7M3",2,110001000,110061001,078419000,079999999,130784193,130801001,000100000,005999999,De la Calle 0  hasta la Calle 6 Impar,De la Cra 78k Impar hasta la Cra 80 Par
"A 0, 7M3",2,210001000,210261001,078419000,079999999,230784193,230801001,000100000,025999999,De la Calle 0  hasta la Calle 26 Par,De la Cra 78k Impar hasta la Cra 80 Par
"A 0, 7M4",2,110001000,110061003,079100000,080302999,130791003,130803031,000100000,005999999,De la Calle 0  hasta la Calle 6 Par,De la Cra 79 Impar hasta la Cra 80g Par
"A 0, 7M4",2,210001000,210268834,079100000,080302999,230791003,230803031,000100000,026882999,De la Calle 0  hasta la Calle 26z,De la Cra 79 Impar hasta la Cra 80g Par
"A 0, 8M1",2,110001000,110061003,080303000,085999999,130803033,130861001,000100000,005999999,De la Calle 0  hasta la Calle 6 Par,De la Cra 80g Impar hasta la Cra 86 Par
"A 0, 8M1",2,210001000,210381014,080303000,085999999,230803033,230861001,000100000,038100999,De la Calle 0  hasta la Calle 38bis,De la Cra 80g Impar hasta la Cra 86 Par
"A 0, 8M2",2,110021000,110061003,086100000,088999999,130861003,130891001,002100000,005999999,De la Calle 2  hasta la Calle 6 Par,De la Cra 86 Impar hasta la Cra 89 Par
"A 0, 8M3",2,110001000,110021001,086100000,088999999,130861003,130891001,000100000,001999999,De la Calle 0  hasta la Calle 2 Impar,De la Cra 86 Impar hasta la Cra 89 Par
"A 0, 8M3",2,210001000,210261001,086100000,088999999,230861003,230891001,000100000,025999999,De la Calle 0  hasta la Calle 26 Par,De la Cra 86 Impar hasta la Cra 89 Par
"A 0, 9M1",2,110001000,110061010,089100000,093158999,130891003,130931590,000100000,006100999,De la Calle 0  hasta la Calle 6bis,De la Cra 89 Impar hasta la Cra 93bbis
"A 0, 9M1",2,210001000,210261001,089100000,093158999,230891003,230931590,000100000,025999999,De la Calle 0  hasta la Calle 26 Par,De la Cra 89 Impar hasta la Cra 93bbis
"A 0, 9M2",2,110001000,110061010,093187000,100882999,130931870,131008830,000100000,006100999,De la Calle 0  hasta la Calle 6bis,De la Cra 93c  hasta la Cra 100z
"A 0, 9M2",2,210001000,210261001,093187000,100882999,230931870,231008830,000100000,025999999,De la Calle 0  hasta la Calle 26 Par,De la Cra 93c  hasta la Cra 100z
"A 1, 1M1",2,210131000,210221001,010100000,011999999,230101003,230121001,013100000,021999999,De la Calle 13  hasta la Calle 22 Par,De la Cra 10 Impar hasta la Cra 12 Par
"A 1, 1M2",2,210131000,210221001,012100000,013999999,230121003,230141001,013100000,021999999,De la Calle 13  hasta la Calle 22 Par,De la Cra 12 Impar hasta la Cra 14 Par
"A 1, 1M3",2,210131000,210221001,014100000,018999999,230141003,230191001,013100000,021999999,De la Calle 13  hasta la Calle 22 Par,De la Cra 14 Impar hasta la Cra 19 Par
"A 1, 2M1",2,210131000,210221001,019100000,026999999,230191003,230271001,013100000,021999999,De la Calle 13  hasta la Calle 22 Par,De la Cra 19 Impar hasta la Cra 27 Par
"A 1, 2M2",2,210131000,210221001,027100000,029999999,230271003,230301001,013100000,021999999,De la Calle 13  hasta la Calle 22 Par,De la Cra 27 Impar hasta la Cra 30 Par
"A 1, 3M1",2,210081003,210171001,030100000,049999999,230301003,230501001,008100000,016999999,De la Calle 8 Impar hasta la Calle 17 Par,De la Cra 30 Impar hasta la Cra 50 Par
"A 1, 3M2",2,210171003,210261001,030100000,049999999,230301003,230501001,017100000,025999999,De la Calle 17 Impar hasta la Calle 26 Par,De la Cra 30 Impar hasta la Cra 50 Par
"A 2, 5M1",2,210161003,210261001,050100000,052999999,230501003,230531001,016100000,025999999,De la Calle 16 Impar hasta la Calle 26 Par,De la Cra 50 Impar hasta la Cra 53 Par
"A 2, 5M2",2,210071000,210261001,053100000,067999999,230531003,230681001,007100000,025999999,De la Calle 7  hasta la Calle 26 Par,De la Cra 53 Impar hasta la Cra 68 Par
"A 2, 6M1",2,210081003,210261001,068100000,071999999,230681003,230721001,008100000,025999999,De la Calle 8 Impar hasta la Calle 26 Par,De la Cra 68 Impar hasta la Cra 72 Par
"A 3, 3M1",2,210331003,210398834,035100000,049999999,230351003,230501001,033100000,039882999,De la Calle 33 Impar hasta la Calle 39z,De la Cra 35 Impar hasta la Cra 50 Par
"A 3, 3M2",2,210261003,210331001,035100000,049999999,230351003,230501001,026100000,032999999,De la Calle 26 Impar hasta la Calle 33 Par,De la Cra 35 Impar hasta la Cra 50 Par
"A 3, 5M1",2,210371003,210451291,052100000,067999999,230521003,230681001,037100000,045128999,De la Calle 37 Impar hasta la Calle 45a Par,De la Cra 52 Impar hasta la Cra 68 Par
"A 3, 5M2",2,210371003,210451291,050100000,051999999,230501003,230521001,037100000,045128999,De la Calle 37 Impar hasta la Calle 45a Par,De la Cra 50 Impar hasta la Cra 52 Par
"A 3, 5M3",2,210261003,210371001,050100000,067999999,230501003,230681001,026100000,036999999,De la Calle 26 Impar hasta la Calle 37 Par,De la Cra 50 Impar hasta la Cra 68 Par
"A 3, 5M4",2,210261003,210451291,050100000,051999999,230501003,230521001,026100000,045128999,De la Calle 26 Impar hasta la Calle 45a Par,De la Cra 50 Impar hasta la Cra 52 Par
"A 3, 6M1",2,210261003,210401001,068361000,071999999,230683613,230721001,026100000,039999999,De la Calle 26 Impar hasta la Calle 40 Par,De la Cra 68i Impar hasta la Cra 72 Par
"A 3, 6M2",2,210391000,210401001,068100000,068360999,230681003,230683611,039100000,039999999,De la Calle 39  hasta la Calle 40 Par,De la Cra 68 Impar hasta la Cra 68i Par
"A 3, 6M3",2,210371583,210391001,068100000,068360999,230681003,230683611,037158000,038999999,De la Calle 37b Impar hasta la Calle 39 Par,De la Cra 68 Impar hasta la Cra 68i Par
"A 3, 6M4",2,210341003,210371581,068100000,068360999,230681003,230683611,034100000,037157999,De la Calle 34 Impar hasta la Calle 37b Par,De la Cra 68 Impar hasta la Cra 68i Par
"A 3, 6M5",2,210261003,210341001,068100000,068360999,230681003,230683611,026100000,033999999,De la Calle 26 Impar hasta la Calle 34 Par,De la Cra 68 Impar hasta la Cra 68i Par
"A 3, 7M1",2,210261003,210401001,073100000,074882999,230731003,230748830,026100000,039999999,De la Calle 26 Impar hasta la Calle 40 Par,De la Cra 73 Impar hasta la Cra 74z
"A 3, 7M2",2,210261003,210401001,075100000,078418999,230751000,230784191,026100000,039999999,De la Calle 26 Impar hasta la Calle 40 Par,De la Cra 75  hasta la Cra 78k Par
"A 3, 7M3",2,210261003,210408831,078419000,079999999,230784193,230801001,026100000,040882999,De la Calle 26 Impar hasta la Calle 40z Par,De la Cra 78k Impar hasta la Cra 80 Par
"A 3, 8M2",2,210261003,210381001,086100000,088999999,230861003,230891001,026100000,037999999,De la Calle 26 Impar hasta la Calle 38 Par,De la Cra 86 Impar hasta la Cra 89 Par
"A 3, 8M3",2,210381003,210401581,086100000,089186999,230861003,230891871,038100000,040157999,De la Calle 38 Impar hasta la Calle 40b Par,De la Cra 86 Impar hasta la Cra 89c Par
"A 3, 9M1",2,110001000,110061010,089100000,093158999,130891003,130931590,000100000,006100999,De la Calle 0  hasta la Calle 6bis,De la Cra 89 Impar hasta la Cra 93bbis
"A 3, 9M1",2,210261003,210371294,089100000,093158999,230891003,230931590,026100000,037128999,De la Calle 26 Impar hasta la Calle 37a,De la Cra 89 Impar hasta la Cra 93bbis
"A 3, 9M2",2,110001000,110061010,093187000,100882999,130931870,131008830,000100000,006100999,De la Calle 0  hasta la Calle 6bis,De la Cra 93c  hasta la Cra 100z
"A 3, 9M2",2,210261003,210371294,093187000,100882999,230931870,231008830,026100000,037128999,De la Calle 26 Impar hasta la Calle 37a,De la Cra 93c  hasta la Cra 100z
"A 3,72M1",2,210261003,210381001,072100000,072999999,230721003,230731001,026100000,037999999,De la Calle 26 Impar hasta la Calle 38 Par,De la Cra 72 Impar hasta la Cra 73 Par
"A 3,72M2",2,210381003,210401001,072100000,072999999,230721003,230731001,038100000,039999999,De la Calle 38 Impar hasta la Calle 40 Par,De la Cra 72 Impar hasta la Cra 73 Par
"A 4, 6M1",2,210401003,210451291,068100000,071999999,230681003,230721001,040100000,045128999,De la Calle 40 Impar hasta la Calle 45a Par,De la Cra 68 Impar hasta la Cra 72 Par
"A 4, 6M2",2,210401003,210498834,072100000,072215999,230721003,230722161,040100000,049882999,De la Calle 40 Impar hasta la Calle 49z,De la Cra 72 Impar hasta la Cra 72d Par
"A 4, 6M3",2,210401003,210498834,072216000,072389999,230722163,230723901,040100000,049882999,De la Calle 40 Impar hasta la Calle 49z,De la Cra 72d Impar hasta la Cra 72j Par
"A 4, 7AM1",2,210401003,210411014,073100000,074273999,230731000,230742741,040100000,041100999,De la Calle 40 Impar hasta la Calle 41bis,De la Cra 73  hasta la Cra 74f Par
"A 4, 7AM2",2,210411010,210451001,073100000,078331999,230731000,230783320,041101000,044999999,De la Calle 41bis  hasta la Calle 45 Par,De la Cra 73  hasta la Cra 78h
"A 4, 7BM1",2,210431003,210521014,078361000,078999999,230783613,230791001,043100000,052100999,De la Calle 43 Impar hasta la Calle 52bis,De la Cra 78i Impar hasta la Cra 79 Par
"A 4, 7BM2",2,210431003,210551001,079100000,079999999,230791003,230801001,043100000,054999999,De la Calle 43 Impar hasta la Calle 55 Par,De la Cra 79 Impar hasta la Cra 80 Par
"A 4, 7BM3",2,210451003,210501001,077158000,078360999,230771583,230783611,045100000,049999999,De la Calle 45 Impar hasta la Calle 50 Par,De la Cra 77b Impar hasta la Cra 78i Par
"A 4, 7M1",2,210451003,210498834,072390000,072738999,230723903,230727390,045100000,049882999,De la Calle 45 Impar hasta la Calle 49z,De la Cra 72j Impar hasta la Cra 72ubis
"A 4, 7M2",2,210403610,210451001,072390000,072767999,230723903,230727680,040361000,044999999,De la Calle 40i  hasta la Calle 45 Par,De la Cra 72j Impar hasta la Cra 72vbis
"A 4, 7M3",2,210401003,210403334,072390000,072882999,230723903,230728830,040100000,040332999,De la Calle 40 Impar hasta la Calle 40hbis,De la Cra 72j Impar hasta la Cra 72z
"A 4, 8AM1",2,210431003,210461001,080100000,085999999,230801003,230861001,043100000,045999999,De la Calle 43 Impar hasta la Calle 46 Par,De la Cra 80 Impar hasta la Cra 86 Par
"A 4, 8AM2",2,210461003,210511001,080100000,085999999,230801003,230861001,046100000,050999999,De la Calle 46 Impar hasta la Calle 51 Par,De la Cra 80 Impar hasta la Cra 86 Par
"A 4, 8M1",2,210381003,210421291,080100000,085999999,230801003,230861001,038100000,042128999,De la Calle 38 Impar hasta la Calle 42a Par,De la Cra 80 Impar hasta la Cra 86 Par
"A 4, 8M2",2,210421293,210431001,080100000,085999999,230801003,230861001,042129000,042999999,De la Calle 42a Impar hasta la Calle 43 Par,De la Cra 80 Impar hasta la Cra 86 Par
"A 4, 9M1",2,210381003,210411001,089187000,095100999,230891873,230951010,038100000,040999999,De la Calle 38 Impar hasta la Calle 41 Par,De la Cra 89c Impar hasta la Cra 95bis
"A 4, 9M2",2,210411003,210421291,089187000,095100999,230891873,230951010,041100000,042128999,De la Calle 41 Impar hasta la Calle 42a Par,De la Cra 89c Impar hasta la Cra 95bis
"A 4, 9M3",2,210421293,210431014,089187000,095100999,230891873,230951010,042129000,043100999,De la Calle 42a Impar hasta la Calle 43bis,De la Cra 89c Impar hasta la Cra 95bis
"A 4,10M1",2,210411003,210488834,095129000,109100999,230951290,231091010,041100000,048882999,De la Calle 41 Impar hasta la Calle 48z,De la Cra 95a  hasta la Cra 109bis
"A 4,10M2",2,210371580,210411001,095129000,109100999,230951290,231091010,037158000,040999999,De la Calle 37b  hasta la Calle 41 Par,De la Cra 95a  hasta la Cra 109bis
"A 4,74M1",2,210401003,210411001,074274000,078999999,230742743,230791001,040100000,040999999,De la Calle 40 Impar hasta la Calle 41 Par,De la Cra 74f Impar hasta la Cra 79 Par
"A 4,74M2",2,210411003,210431001,078332000,078999999,230783323,230791001,041100000,042999999,De la Calle 41 Impar hasta la Calle 43 Par,De la Cra 78h Impar hasta la Cra 79 Par
"A 4,74M3",2,210401003,210412741,078448000,079999999,230784480,230801001,040100000,041273999,De la Calle 40 Impar hasta la Calle 41f Par,De la Cra 78l  hasta la Cra 80 Par
"A 4,74M4",2,210412743,210431001,078622000,079999999,230786220,230801001,041274000,042999999,De la Calle 41f Impar hasta la Calle 43 Par,De la Cra 78q  hasta la Cra 80 Par
"A 4,86M1",2,210401583,210421291,086100000,089186999,230861003,230891871,040158000,042128999,De la Calle 40b Impar hasta la Calle 42a Par,De la Cra 86 Impar hasta la Cra 89c Par
"A 4,86M2",2,210421293,210431001,086100000,089186999,230861003,230891871,042129000,042999999,De la Calle 42a Impar hasta la Calle 43 Par,De la Cra 86 Impar hasta la Cra 89c Par
"A 4,86M3",2,210431003,210491001,086100000,095882999,230861003,230958830,043100000,048999999,De la Calle 43 Impar hasta la Calle 49 Par,De la Cra 86 Impar hasta la Cra 95z
"A 5, 6M1",2,210571583,210573334,062100000,071157999,230621003,230711581,057158000,057332999,De la Calle 57b Impar hasta la Calle 57hbis,De la Cra 62 Impar hasta la Cra 71b Par
"A 5, 6M1",2,210571583,210573334,071158000,073161999,230711583,230731620,057158000,057332999,De la Calle 57b Impar hasta la Calle 57hbis,De la Cra 71b Impar hasta la Cra 73bbisc
"A 5, 6M2",2,210501003,210571581,062100000,071157999,230621000,230711581,050100000,057157999,De la Calle 50 Impar hasta la Calle 57b Par,De la Cra 62  hasta la Cra 71b Par
"A 5, 7AM1",2,210501000,210561291,078100000,078999999,230781003,230791001,050100000,056128999,De la Calle 50  hasta la Calle 56a Par,De la Cra 78 Impar hasta la Cra 79 Par
"A 5, 7AM2",2,210561293,210581001,078100000,078999999,230781003,230791001,056129000,057999999,De la Calle 56a Impar hasta la Calle 58 Par,De la Cra 78 Impar hasta la Cra 79 Par
"A 5, 7AM3",2,210551003,210581001,077303000,077999999,230773030,230781001,055100000,057999999,De la Calle 55 Impar hasta la Calle 58 Par,De la Cra 77g  hasta la Cra 78 Par
"A 5, 7AM4",2,210581003,210583034,077303000,078999999,230773030,230791001,058100000,058302999,De la Calle 58 Impar hasta la Calle 58g,De la Cra 77g  hasta la Cra 79 Par
"A 5, 7M1",2,210501000,210571581,071158000,073161999,230711583,230731620,050100000,057157999,De la Calle 50  hasta la Calle 57b Par,De la Cra 71b Impar hasta la Cra 73bbisc
"A 5, 7M2",2,210571583,210573324,071158000,073158999,230711583,230731590,057158000,057331999,De la Calle 57b Impar hasta la Calle 57h,De la Cra 71b Impar hasta la Cra 73bbis
"A 5, 7M3",2,210501000,210521291,073187000,077999999,230731870,230781001,050100000,052128999,De la Calle 50  hasta la Calle 52a Par,De la Cra 73c  hasta la Cra 78 Par
"A 5, 7M4",2,210521293,210551001,073187000,077999999,230731870,230781001,052129000,054999999,De la Calle 52a Impar hasta la Calle 55 Par,De la Cra 73c  hasta la Cra 78 Par
"A 5, 8AM1",2,210551003,210581291,080100000,084129999,230801003,230841300,055100000,058128999,De la Calle 55 Impar hasta la Calle 58a Par,De la Cra 80 Impar hasta la Cra 84abis
"A 5, 8AM2",2,210551003,210571594,084158000,086129999,230841580,230861300,055100000,057158999,De la Calle 55 Impar hasta la Calle 57bbis,De la Cra 84b  hasta la Cra 86abis
"A 5, 8AM3",2,210571003,210591581,084158000,087186999,230841580,230871871,057100000,059157999,De la Calle 57 Impar hasta la Calle 59b Par,De la Cra 84b  hasta la Cra 87c Par
"A 5, 8AM4",2,210551003,210571001,086158000,088186999,230861580,230881871,055100000,056999999,De la Calle 55 Impar hasta la Calle 57 Par,De la Cra 86b  hasta la Cra 88c Par
"A 5, 8AM5",2,210571003,210591884,087187000,088186999,230871873,230881871,057100000,059187999,De la Calle 57 Impar hasta la Calle 59cbis,De la Cra 87c Impar hasta la Cra 88c Par
"A 5, 8AM6",2,210561003,210591884,088187000,089158999,230881873,230891590,056100000,059187999,De la Calle 56 Impar hasta la Calle 59cbis,De la Cra 88c Impar hasta la Cra 89bbis
"A 5, 8AM7",2,210581580,210631001,080100000,082100999,230801003,230821010,058158000,062999999,De la Calle 58b  hasta la Calle 63 Par,De la Cra 80 Impar hasta la Cra 82bis
"A 5, 8M1",2,210511003,210551001,080100000,081186999,230801003,230811871,051100000,054999999,De la Calle 51 Impar hasta la Calle 55 Par,De la Cra 80 Impar hasta la Cra 81c Par
"A 5, 8M2",2,210511003,210551001,081187000,085999999,230811873,230861001,051100000,054999999,De la Calle 51 Impar hasta la Calle 55 Par,De la Cra 81c Impar hasta la Cra 86 Par
"A 5, 9M1",2,210491000,210562741,089158000,095128999,230891583,230951291,049100000,056273999,De la Calle 49  hasta la Calle 56f Par,De la Cra 89b Impar hasta la Cra 95a Par
"A 5, 9M2",2,210562743,210591014,089158000,095128999,230891583,230951291,056274000,059100999,De la Calle 56f Impar hasta la Calle 59bis,De la Cra 89b Impar hasta la Cra 95a Par
"A 5,10M1",2,210491000,210562741,095129000,107100999,230951293,231071010,049100000,056273999,De la Calle 49  hasta la Calle 56f Par,De la Cra 95a Impar hasta la Cra 107bis
"A 5,10M2",2,210562743,210591014,095129000,107100999,230951293,231071010,056274000,059100999,De la Calle 56f Impar hasta la Calle 59bis,De la Cra 95a Impar hasta la Cra 107bis
"A 5,78M1",2,210551003,210583044,079100000,079999999,230791003,230801001,055100000,058303999,De la Calle 55 Impar hasta la Calle 58gbis,De la Cra 79 Impar hasta la Cra 80 Par
"A 5,78M2",2,210583320,210598834,077100000,079999999,230771000,230801001,058332000,059882999,De la Calle 58h  hasta la Calle 59z,De la Cra 77  hasta la Cra 80 Par
"A 5,86M1",2,210491003,210551001,086100000,087215999,230861003,230872161,049100000,054999999,De la Calle 49 Impar hasta la Calle 55 Par,De la Cra 86 Impar hasta la Cra 87d Par
"A 5,86M2",2,210491003,210551001,087216000,088186999,230872163,230881871,049100000,054999999,De la Calle 49 Impar hasta la Calle 55 Par,De la Cra 87d Impar hasta la Cra 88c Par
"A 5,86M3",2,210491003,210561001,088187000,089157999,230881873,230891581,049100000,055999999,De la Calle 49 Impar hasta la Calle 56 Par,De la Cra 88c Impar hasta la Cra 89b Par
"A 6, 8AM3",2,210671870,210711294,083100000,086100999,230831000,230861010,067187000,071128999,De la Calle 67c  hasta la Calle 71a,De la Cra 83  hasta la Cra 86bis
"A 6, 8AM4",2,210701000,210741014,081100000,087100999,230811003,230871010,070100000,074100999,De la Calle 70  hasta la Calle 74bis,De la Cra 81 Impar hasta la Cra 87bis
"A 6, 8M1",2,210581580,210621001,082100000,085100999,230821000,230851010,058158000,061999999,De la Calle 58b  hasta la Calle 62 Par,De la Cra 82  hasta la Cra 85bis
"A 6, 8M2",2,210621003,210671594,082100000,085158999,230821000,230851590,062100000,067158999,De la Calle 62 Impar hasta la Calle 67bbis,De la Cra 82  hasta la Cra 85bbis
"A 6, 8M4",2,210591583,210691304,085129000,087186999,230851290,230871871,059158000,069129999,De la Calle 59b Impar hasta la Calle 69abis,De la Cra 85a  hasta la Cra 87c Par
"A 6, 8M5",2,210691300,210721014,086101000,087186999,230861010,230871871,069130000,072100999,De la Calle 69abis  hasta la Calle 72bis,De la Cra 86bis  hasta la Cra 87c Par
"A 6, 9M1",2,210591580,210631001,092100000,105100999,230921003,231051010,059158000,062999999,De la Calle 59b  hasta la Calle 63 Par,De la Cra 92 Impar hasta la Cra 105bis
"A 6, 9M2",2,210631003,210751291,092100000,106129999,230921003,231061300,063100000,075128999,De la Calle 63 Impar hasta la Calle 75a Par,De la Cra 92 Impar hasta la Cra 106abis
"A 6,80M1",2,210581580,210631001,080100000,082100999,230801003,230821010,058158000,062999999,De la Calle 58b  hasta la Calle 63 Par,De la Cra 80 Impar hasta la Cra 82bis
"A 6,80M2",2,210631003,210691014,080129000,080882999,230801290,230808830,063100000,069100999,De la Calle 63 Impar hasta la Calle 69bis,De la Cra 80a  hasta la Cra 80z
"A 6,80M3",2,210631003,210691014,081100000,082129999,230811003,230821300,063100000,069100999,De la Calle 63 Impar hasta la Calle 69bis,De la Cra 81 Impar hasta la Cra 82abis
"A 6,87M1",2,210591873,210711001,088187000,091999999,230881873,230921001,059187000,070999999,De la Calle 59c Impar hasta la Calle 71 Par,De la Cra 88c Impar hasta la Cra 92 Par
"A 6,87M2",2,210591873,210711001,087187000,088186999,230871873,230881871,059187000,070999999,De la Calle 59c Impar hasta la Calle 71 Par,De la Cra 87c Impar hasta la Cra 88c Par
"A 7,87M1",2,210701000,210741014,081100000,087100999,230811003,230871010,070100000,074100999,De la Calle 70  hasta la Calle 74bis,De la Cra 81 Impar hasta la Cra 87bis
"A 7,87M2",2,210741290,210841014,087187000,090100999,230871873,230901010,074129000,084100999,De la Calle 74a  hasta la Calle 84bis,De la Cra 87c Impar hasta la Cra 90bis
"R 0, 1M1",1,110011003,110061001,010100000,013999999,130101003,130141001,001100000,005999999,De la Calle 1 Par hasta la Calle 6 Impar,De la Cra 10 Impar hasta la Cra 14 Par
"R 0, 1M2",1,110031003,110061001,014100000,018999999,130141003,130191001,003100000,005999999,De la Calle 3 Par hasta la Calle 6 Impar,De la Cra 14 Impar hasta la Cra 19 Par
"R 0, 1M3",1,110011003,110031001,014100000,018999999,130141003,130191001,001100000,002999999,De la Calle 1 Par hasta la Calle 3 Impar,De la Cra 14 Impar hasta la Cra 19 Par
"R 0, 2M1",1,110021003,110061001,019100000,023999999,130191003,130241001,002100000,005999999,De la Calle 2 Par hasta la Calle 6 Impar,De la Cra 19 Impar hasta la Cra 24 Par
"R 0, 2M2",1,110021003,110061001,024100000,029999999,130241003,130301001,002100000,005999999,De la Calle 2 Par hasta la Calle 6 Impar,De la Cra 24 Impar hasta la Cra 30 Par
"R 0, 3M1",1,110031003,110061001,030100000,039158999,130301003,130391590,003100000,005999999,De la Calle 3 Par hasta la Calle 6 Impar,De la Cra 30 Impar hasta la Cra 39bbis
"R 0, 3M2",1,110031003,110061001,039187000,042128999,130391870,130421291,003100000,005999999,De la Calle 3 Par hasta la Calle 6 Impar,De la Cra 39c  hasta la Cra 42a Par
"R 0, 3M3",1,110031003,110061001,042129000,049999999,130421293,130501001,003100000,005999999,De la Calle 3 Par hasta la Calle 6 Impar,De la Cra 42a Impar hasta la Cra 50 Par
"R 0, 5M1",1,110031003,110061001,050100000,053882999,130501003,130538830,003100000,005999999,De la Calle 3 Par hasta la Calle 6 Impar,De la Cra 50 Impar hasta la Cra 53z
"R 0, 5M2",1,110031003,110061001,054100000,059999999,130541000,130601001,003100000,005999999,De la Calle 3 Par hasta la Calle 6 Impar,De la Cra 54  hasta la Cra 60 Par
"R 0, 5M3",1,110031003,110061001,060100000,067999999,130601003,130681001,003100000,005999999,De la Calle 3 Par hasta la Calle 6 Impar,De la Cra 60 Impar hasta la Cra 68 Par
"R 0, 6M1",1,110031003,110061001,068100000,070158999,130681003,130701590,003100000,005999999,De la Calle 3 Par hasta la Calle 6 Impar,De la Cra 68 Impar hasta la Cra 70bbis
"R 0, 6M2",1,110031003,110061001,070187000,071999999,130701870,130721001,003100000,005999999,De la Calle 3 Par hasta la Calle 6 Impar,De la Cra 70c  hasta la Cra 72 Par
"R 0, 7M1",1,110081003,110091001,072100000,079999999,130721000,130801001,008100000,008999999,De la Calle 8 Par hasta la Calle 9 Impar,De la Cra 72  hasta la Cra 80 Par
